"d";"g";"c";"sc";"p";"ccif";"glosa_ccif"
"06";"4";"1";"02";"05";"06.4.1.02.05";"EXÁMENES MICROBIOLÓGICOS (BACTERIAS Y HONGOS, CULTIVOS, ANTIBIOGRAMAS, SEROLÓGICOS, PARÁSITOS MACRO Y MICROSCÓPICOS)"
"06";"4";"1";"02";"06";"06.4.1.02.06";"EXÁMENES DE DEPOSICIONES, EXUDADOS, SECRECIONES Y OTROS LÍQUIDOS"
"06";"4";"1";"02";"88";"06.4.1.02.88";"SERVICIOS DE DIAGNÓSTICO POR IMAGEN Y SERVICIOS DE LABORATORIO MÉDICO NO DESGLOSADOS"
"06";"4";"1";"02";"99";"06.4.1.02.99";"OTROS SERVICIOS DE LABORATORIO MÉDICO N.C.P."
"06";"4";"2";"00";"00";"06.4.2.00.00";"SERVICIOS DE TRANSPORTE DE EMERGENCIA PARA PACIENTES Y RESCATE DE EMERGENCIA (S)"
"06";"4";"2";"01";"00";"06.4.2.01.00";"SERVICIOS DE TRANSPORTE DE EMERGENCIA PARA PACIENTES Y RESCATE DE EMERGENCIA (S)"
"06";"4";"2";"01";"01";"06.4.2.01.01";"SERVICIOS DE TRANSPORTE DE EMERGENCIA PARA PACIENTES Y RESCATE DE EMERGENCIA"
"06";"5";"0";"00";"00";"06.5.0.00.00";"GASTOS NO DESGLOSADOS EN SALUD"
"06";"5";"1";"00";"00";"06.5.1.00.00";"GASTOS NO DESGLOSADOS EN SALUD"
"06";"5";"1";"01";"00";"06.5.1.01.00";"GASTOS NO DESGLOSADOS EN SALUD"
"06";"5";"1";"01";"01";"06.5.1.01.01";"GASTOS NO DESGLOSADOS EN SALUD"
"07";"0";"0";"00";"00";"07.0.0.00.00";"TRANSPORTE"
"07";"1";"0";"00";"00";"07.1.0.00.00";"COMPRA DE VEHÍCULOS"
"07";"1";"1";"00";"00";"07.1.1.00.00";"VEHÍCULOS AUTOMOTORES (D)"
"07";"1";"1";"01";"00";"07.1.1.01.00";"VEHÍCULOS AUTOMOTORES NUEVOS (D)"
"07";"1";"1";"01";"01";"07.1.1.01.01";"AUTOMÓVILES NUEVOS"
"07";"1";"1";"01";"02";"07.1.1.01.02";"VEHÍCULOS SUV NUEVOS"
"07";"1";"1";"01";"03";"07.1.1.01.03";"VEHÍCULOS UTILITARIOS LIVIANOS NUEVOS"
"07";"1";"1";"01";"04";"07.1.1.01.04";"VEHÍCULOS NUEVOS NO IDENTIFICADOS"
"07";"1";"1";"01";"05";"07.1.1.01.05";"OTROS VEHÍCULOS AUTOMOTORES NUEVOS"
"07";"1";"1";"02";"00";"07.1.1.02.00";"VEHÍCULOS AUTOMOTORES USADOS (D)"
"07";"1";"1";"02";"01";"07.1.1.02.01";"AUTOMÓVILES USADOS"
"07";"1";"1";"02";"02";"07.1.1.02.02";"VEHÍCULOS SUV USADOS"
"07";"1";"1";"02";"03";"07.1.1.02.03";"VEHÍCULOS UTILITARIOS LIVIANOS USADOS"
"07";"1";"1";"02";"04";"07.1.1.02.04";"VEHÍCULOS USADOS NO IDENTIFICADOS"
"07";"1";"1";"02";"05";"07.1.1.02.05";"OTROS VEHÍCULOS AUTOMOTORES USADOS"
"07";"1";"2";"00";"00";"07.1.2.00.00";"MOTOCICLETAS (D)"
"07";"1";"2";"01";"00";"07.1.2.01.00";"MOTOCICLETAS (D)"
"07";"1";"2";"01";"01";"07.1.2.01.01";"MOTOCICLETAS NUEVAS"
"07";"1";"2";"01";"02";"07.1.2.01.02";"OTRAS MOTOCICLETAS NUEVAS"
"07";"1";"2";"01";"03";"07.1.2.01.03";"MOTOCICLETAS USADAS"
"07";"1";"2";"01";"04";"07.1.2.01.04";"OTRAS MOTOCICLETAS USADAS"
"07";"1";"3";"00";"00";"07.1.3.00.00";"BICICLETAS (D)"
"07";"1";"3";"01";"00";"07.1.3.01.00";"BICICLETAS (D)"
"07";"1";"3";"01";"01";"07.1.3.01.01";"BICICLETAS DEPORTIVAS Y TODO TERRENO"
"07";"1";"3";"01";"02";"07.1.3.01.02";"BICICLETAS DE PASEO, RECREATIVAS Y SIMILARES"
"07";"1";"4";"00";"00";"07.1.4.00.00";"VEHÍCULOS DE TRACCIÓN ANIMAL, ANIMALES DE TIRO Y EQUIPOS RELACIONADOS (D)"
"07";"1";"4";"01";"00";"07.1.4.01.00";"VEHÍCULOS DE TRACCIÓN ANIMAL, ANIMALES DE TIRO Y EQUIPOS RELACIONADOS (D)"
"07";"1";"4";"01";"01";"07.1.4.01.01";"VEHÍCULOS DE TRACCIÓN ANIMAL"
"07";"1";"4";"01";"02";"07.1.4.01.02";"ANIMALES DE TIRO"
"07";"1";"4";"01";"03";"07.1.4.01.03";"EQUIPOS RELACIONADOS CON VEHÍCULOS DE TRACCIÓN ANIMAL"
"07";"2";"0";"00";"00";"07.2.0.00.00";"FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL"
"07";"2";"1";"00";"00";"07.2.1.00.00";"PIEZAS Y ACCESORIOS PARA EQUIPOS DE TRANSPORTE PERSONAL (SD)"
"07";"2";"1";"01";"00";"07.2.1.01.00";"NEUMÁTICOS (SD)"
"07";"2";"1";"01";"01";"07.2.1.01.01";"NEUMÁTICOS Y CÁMARAS PARA VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"01";"02";"07.2.1.01.02";"NEUMÁTICOS Y CÁMARAS PARA MOTOCICLETAS"
"07";"2";"1";"01";"03";"07.2.1.01.03";"NEUMÁTICOS Y CÁMARAS PARA BICICLETAS"
"07";"2";"1";"02";"00";"07.2.1.02.00";"PIEZAS PARA EQUIPOS DE TRANSPORTE PERSONAL (SD)"
"07";"2";"1";"02";"01";"07.2.1.02.01";"PIEZAS PARA EL FUNCIONAMIENTO ELÉCTRICO DE VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"02";"02";"07.2.1.02.02";"PIEZAS PARA EL FUNCIONAMIENTO MECÁNICO DE VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"02";"03";"07.2.1.02.03";"LLANTAS Y OTRAS PIEZAS PARA VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"02";"04";"07.2.1.02.04";"PIEZAS PARA EL FUNCIONAMIENTO ELÉCTRICO DE MOTOCICLETAS"
"07";"2";"1";"02";"05";"07.2.1.02.05";"PIEZAS PARA EL FUNCIONAMIENTO MECÁNICO DE MOTOCICLETAS"
"07";"2";"1";"02";"06";"07.2.1.02.06";"LLANTAS Y OTRAS PIEZAS PARA MOTOCICLETAS"
"07";"2";"1";"02";"07";"07.2.1.02.07";"PIEZAS PARA BICICLETAS"
"07";"2";"1";"02";"08";"07.2.1.02.08";"PIEZAS PARA VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS NO IDENTIFICADAS"
"07";"2";"1";"02";"88";"07.2.1.02.88";"PIEZAS PARA VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS NO DESGLOSADAS"
"07";"2";"1";"03";"00";"07.2.1.03.00";"ACCESORIOS PARA EQUIPOS DE TRANSPORTE PERSONAL (SD)"
"07";"2";"1";"03";"01";"07.2.1.03.01";"ACCESORIOS PARA LA SEGURIDAD DE VEHÍCULOS AUTOMOTORES Y SUS PASAJEROS"
"07";"2";"1";"03";"02";"07.2.1.03.02";"ACCESORIOS PARA EL MANTENIMIENTO DE VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"03";"03";"07.2.1.03.03";"ACCESORIOS PARA LA LIMPIEZA DE VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"03";"04";"07.2.1.03.04";"ACCESORIOS PARA EL TRANSPORTE DE EQUIPAJE EN VEHÍCULOS AUTOMOTORES"
"07";"2";"1";"03";"05";"07.2.1.03.05";"ACCESORIOS PARA LA SEGURIDAD DE MOTOCICLETAS Y SUS PASAJEROS"
"07";"2";"1";"03";"06";"07.2.1.03.06";"ACCESORIOS PARA EL MANTENIMIENTO DE MOTOCICLETAS"
"07";"2";"1";"03";"07";"07.2.1.03.07";"ACCESORIOS PARA LA LIMPIEZA DE MOTOCICLETAS"
"07";"2";"1";"03";"08";"07.2.1.03.08";"ACCESORIOS PARA EL TRANSPORTE DE EQUIPAJE EN MOTOCICLETAS"
"07";"2";"1";"03";"09";"07.2.1.03.09";"ACCESORIOS PARA LA SEGURIDAD DE BICICLETAS Y SUS PASAJEROS"
"07";"2";"1";"03";"10";"07.2.1.03.10";"ACCESORIOS PARA EL MANTENIMIENTO DE BICICLETAS"
"07";"2";"1";"03";"11";"07.2.1.03.11";"ACCESORIOS PARA EL TRANSPORTE DE EQUIPAJE EN BICICLETAS"
"07";"2";"2";"00";"00";"07.2.2.00.00";"COMBUSTIBLES Y LUBRICANTES PARA EQUIPOS DE TRANSPORTE PERSONAL (ND)"
"07";"2";"2";"01";"00";"07.2.2.01.00";"DIÉSEL (ND)"
"07";"2";"2";"01";"01";"07.2.2.01.01";"DIÉSEL"
"07";"2";"2";"02";"00";"07.2.2.02.00";"GASOLINA (ND)"
"07";"2";"2";"02";"01";"07.2.2.02.01";"GASOLINA"
"07";"2";"2";"03";"00";"07.2.2.03.00";"OTROS COMBUSTIBLES PARA EQUIPOS DE TRANSPORTE PERSONAL (ND)"
"07";"2";"2";"03";"01";"07.2.2.03.01";"GAS PARA VEHÍCULOS, EQUIPOS Y HERRAMIENTAS"
"07";"2";"2";"03";"99";"07.2.2.03.99";"OTROS TIPOS DE COMBUSTIBLES PARA VEHÍCULOS, EQUIPOS Y HERRAMIENTAS N.C.P."
"07";"2";"2";"04";"00";"07.2.2.04.00";"LUBRICANTES (ND)"
"07";"2";"2";"04";"01";"07.2.2.04.01";"LUBRICANTES"
"07";"2";"3";"00";"00";"07.2.3.00.00";"MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE TRANSPORTE PERSONAL (S)"
"07";"2";"3";"01";"00";"07.2.3.01.00";"MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE TRANSPORTE PERSONAL (S)"
"07";"2";"3";"01";"01";"07.2.3.01.01";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DEL SISTEMA ELÉCTRICO DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"02";"07.2.3.01.02";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN MECÁNICA DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"03";"07.2.3.01.03";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE CARROCERÍA, VIDRIERÍA Y NEUMÁTICOS DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"04";"07.2.3.01.04";"SERVICIOS DE REPARACIÓN E INSTALACIÓN DE ACCESORIOS PARA EL MANTENIMIENTO ESTÉTICO DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"05";"07.2.3.01.05";"SERVICIOS DE LIMPIEZA DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"06";"07.2.3.01.06";"SERVICIOS GENERALES DE MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES"
"07";"2";"3";"01";"07";"07.2.3.01.07";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS"
"07";"2";"3";"01";"08";"07.2.3.01.08";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE BICICLETAS"
"07";"2";"3";"01";"09";"07.2.3.01.09";"SERVICIOS DE GRÚA"
"07";"2";"3";"01";"99";"07.2.3.01.99";"SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE OTROS EQUIPOS DE TRANSPORTE PERSONAL N.C.P."
"07";"2";"4";"00";"00";"07.2.4.00.00";"OTROS SERVICIOS RELACIONADOS CON LOS EQUIPOS DE TRANSPORTE PERSONAL (S)"
"07";"2";"4";"01";"00";"07.2.4.01.00";"SERVICIOS DE ESTACIONAMIENTO (S)"
"07";"2";"4";"01";"01";"07.2.4.01.01";"SERVICIOS DE ARRIENDO PERIÓDICO DE ESTACIONAMIENTO O GARAJE"
"07";"2";"4";"01";"02";"07.2.4.01.02";"SERVICIOS DE ARRIENDO DE ESTACIONAMIENTO DIARIO (HORAS, MEDIO DÍA, DÍA)"
"07";"2";"4";"02";"00";"07.2.4.02.00";"SERVICIOS DE PEAJE (S)"
"07";"2";"4";"02";"01";"07.2.4.02.01";"SERVICIOS DE PEAJE"
"07";"2";"4";"03";"00";"07.2.4.03.00";"CLASES, EXÁMENES, LICENCIAS DE MANEJO Y PRUEBAS DE REVISIÓN TÉCNICA (S)"
"07";"2";"4";"03";"01";"07.2.4.03.01";"CLASES DE CONDUCCIÓN"
"07";"2";"4";"03";"02";"07.2.4.03.02";"LICENCIAS DE CONDUCIR"
"07";"2";"4";"03";"03";"07.2.4.03.03";"PRUEBAS DE REVISIÓN TÉCNICA"
"07";"2";"4";"03";"04";"07.2.4.03.04";"GASTOS POR TRANSFERENCIA DE PROPIEDAD PARA VEHÍCULOS"
"07";"2";"4";"04";"00";"07.2.4.04.00";"ARRIENDOS DE EQUIPOS DE TRANSPORTE PERSONAL SIN CONDUCTOR (S)"
"07";"2";"4";"04";"01";"07.2.4.04.01";"ARRIENDOS DE EQUIPOS DE TRANSPORTE PERSONAL SIN CONDUCTOR"
"07";"3";"0";"00";"00";"07.3.0.00.00";"SERVICIOS DE TRANSPORTE DE PASAJEROS"
"07";"3";"1";"00";"00";"07.3.1.00.00";"TRANSPORTE DE PASAJEROS POR VÍA FÉRREA (S)"
"07";"3";"1";"01";"00";"07.3.1.01.00";"TRANSPORTE DE PASAJEROS POR TREN (S)"
"07";"3";"1";"01";"01";"07.3.1.01.01";"TRANSPORTE DE PASAJEROS POR TREN"
"07";"3";"1";"02";"00";"07.3.1.02.00";"TRANSPORTE DE PASAJEROS POR SISTEMAS DE TRÁNSITO RÁPIDO Y TRANVÍAS (S)"
"07";"3";"1";"02";"01";"07.3.1.02.01";"TRANSPORTE DE PASAJEROS POR SISTEMAS DE TRÁNSITO RÁPIDO Y TRANVÍAS"
"07";"3";"2";"00";"00";"07.3.2.00.00";"TRANSPORTE DE PASAJEROS POR CARRETERA (S)"
"07";"3";"2";"01";"00";"07.3.2.01.00";"TRANSPORTE DE PASAJEROS EN MICROBÚS Y BUS (S)"
"07";"3";"2";"01";"01";"07.3.2.01.01";"TRANSPORTE DE PASAJEROS EN MICROBÚS, TROLEBÚS Y BUS INTERPROVINCIAL"
"07";"3";"2";"01";"02";"07.3.2.01.02";"TRANSPORTE DE PASAJEROS EN BUS INTERURBANO NACIONAL"
"07";"3";"2";"01";"03";"07.3.2.01.03";"TRANSPORTE DE PASAJEROS EN BUS INTERNACIONAL"
"07";"3";"2";"01";"04";"07.3.2.01.04";"TRANSPORTE DE PASAJEROS EN TAXI COLECTIVO"
"07";"3";"2";"02";"00";"07.3.2.02.00";"TRANSPORTE DE PASAJEROS EN TAXI Y AUTOMÓVILES ARRENDADOS CON CHOFER (S)"
"07";"3";"2";"02";"01";"07.3.2.02.01";"TRANSPORTE DE PASAJEROS EN TAXI Y RADIO TAXI"
"07";"3";"2";"02";"02";"07.3.2.02.02";"TRANSPORTE PRIVADO DE PASAJEROS"
"07";"3";"2";"02";"03";"07.3.2.02.03";"TRANSPORTE DE PASAJEROS CONTRATADO POR MEDIO DE APLICACIONES WEB"
"07";"3";"2";"03";"00";"07.3.2.03.00";"TRANSPORTE DE PASAJEROS PARA ESTUDIANTES HACIA Y DESDE LA ESCUELA (S)"
"07";"3";"2";"03";"01";"07.3.2.03.01";"TRANSPORTE DE PASAJEROS PARA ESTUDIANTES HACIA Y DESDE LA ESCUELA"
"07";"3";"2";"09";"00";"07.3.2.09.00";"OTROS TRANSPORTES DE PASAJEROS POR CARRETERA (S)"
"07";"3";"2";"09";"01";"07.3.2.09.01";"OTROS TRANSPORTES DE PASAJEROS POR CARRETERA"
"07";"3";"3";"00";"00";"07.3.3.00.00";"TRANSPORTE DE PASAJEROS POR VÍA AÉREA (S)"
"07";"3";"3";"01";"00";"07.3.3.01.00";"TRANSPORTE DE PASAJEROS POR VÍA AÉREA, NACIONAL (S)"
"07";"3";"3";"01";"01";"07.3.3.01.01";"TRANSPORTE AÉREO NACIONAL REGULAR"
"07";"3";"3";"01";"02";"07.3.3.01.02";"TRANSPORTE AÉREO NACIONAL ESPECIAL"
"07";"3";"3";"01";"03";"07.3.3.01.03";"TASAS DE EMBARQUE DESTINO NACIONAL"
"07";"3";"3";"02";"00";"07.3.3.02.00";"TRANSPORTE DE PASAJEROS POR VÍA AÉREA, INTERNACIONAL (S)"
"07";"3";"3";"02";"01";"07.3.3.02.01";"TRANSPORTE AÉREO INTERNACIONAL REGULAR"
"07";"3";"3";"02";"02";"07.3.3.02.02";"TRANSPORTE AÉREO INTERNACIONAL ESPECIAL"
"07";"3";"3";"02";"03";"07.3.3.02.03";"TASAS DE EMBARQUE DESTINO INTERNACIONAL"
"07";"3";"4";"00";"00";"07.3.4.00.00";"TRANSPORTE DE PASAJEROS POR MAR Y POR VÍAS NAVEGABLES INTERIORES (S)"
"07";"3";"4";"01";"00";"07.3.4.01.00";"TRANSPORTE DE PASAJEROS POR MAR Y POR VÍAS NAVEGABLES INTERIORES (S)"
"07";"3";"4";"01";"01";"07.3.4.01.01";"TRANSPORTE DE PASAJEROS POR MAR Y POR VÍAS NAVEGABLES INTERIORES"
"07";"3";"5";"00";"00";"07.3.5.00.00";"TRANSPORTE COMBINADO DE PASAJEROS (S)"
"07";"3";"5";"01";"00";"07.3.5.01.00";"TRANSPORTE COMBINADO DE PASAJEROS (S)"
"07";"3";"5";"01";"01";"07.3.5.01.01";"TRANSPORTE COMBINADO DE PASAJEROS"
"07";"3";"6";"00";"00";"07.3.6.00.00";"OTROS SERVICIOS DE TRANSPORTE DE PASAJEROS (S)"
"07";"3";"6";"01";"00";"07.3.6.01.00";"OTROS SERVICIOS DE TRANSPORTE DE PASAJEROS (S)"
"07";"3";"6";"01";"01";"07.3.6.01.01";"TRANSPORTE EN TELEFÉRICOS O ASCENSORES, TELESILLAS Y FUNICULARES"
"07";"3";"6";"01";"02";"07.3.6.01.02";"CUSTODIA, DEPÓSITOS DE EQUIPAJE Y OFICINAS DE ENVÍO DE EQUIPAJE"
"07";"3";"6";"01";"03";"07.3.6.01.03";"COMISIONES DE AGENTES DE VIAJES"
"07";"3";"6";"01";"99";"07.3.6.01.99";"OTROS SERVICIOS DE TRANSPORTE DE PASAJEROS N.C.P."
"07";"4";"0";"00";"00";"07.4.0.00.00";"SERVICIOS DE TRANSPORTE DE BIENES"
"07";"4";"1";"00";"00";"07.4.1.00.00";"SERVICIOS POSTALES Y DE MENSAJERÍA (S)"
"07";"4";"1";"01";"00";"07.4.1.01.00";"SERVICIOS DE ENVÍO DE CARTAS (S)"
"07";"4";"1";"01";"01";"07.4.1.01.01";"SERVICIOS DE ENVÍO DE CARTAS"
"07";"4";"1";"02";"00";"07.4.1.02.00";"SERVICIOS DE MENSAJERÍA Y DE ENTREGA DE ENCOMIENDAS (S)"
"07";"4";"1";"02";"01";"07.4.1.02.01";"SERVICIOS DE MENSAJERÍA Y DE ENTREGA DE ENCOMIENDAS"
"07";"4";"9";"00";"00";"07.4.9.00.00";"OTROS TRANSPORTES DE BIENES (S)"
"07";"4";"9";"01";"00";"07.4.9.01.00";"SERVICIOS DE MUDANZAS Y ALMACENAMIENTO (S)"
"07";"4";"9";"01";"01";"07.4.9.01.01";"SERVICIOS DE MUDANZAS Y ALMACENAMIENTO"
"07";"4";"9";"02";"00";"07.4.9.02.00";"ENTREGA DE BIENES (S)"
"07";"4";"9";"02";"01";"07.4.9.02.01";"ENTREGA DE BIENES"
"07";"5";"0";"00";"00";"07.5.0.00.00";"GASTOS NO DESGLOSADOS EN TRANSPORTE"
"07";"5";"1";"00";"00";"07.5.1.00.00";"GASTOS NO DESGLOSADOS EN TRANSPORTE"
"07";"5";"1";"01";"00";"07.5.1.01.00";"GASTOS NO DESGLOSADOS EN TRANSPORTE"
"07";"5";"1";"01";"01";"07.5.1.01.01";"GASTOS NO DESGLOSADOS EN TRANSPORTE"
"08";"0";"0";"00";"00";"08.0.0.00.00";"INFORMACIÓN Y COMUNICACIÓN"
"08";"1";"0";"00";"00";"08.1.0.00.00";"EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN"
"08";"1";"1";"00";"00";"08.1.1.00.00";"EQUIPOS DE TELEFONÍA FIJA (D)"
"08";"1";"1";"01";"00";"08.1.1.01.00";"EQUIPOS DE TELEFONÍA FIJA (D)"
"08";"1";"1";"01";"01";"08.1.1.01.01";"EQUIPOS DE TELEFONÍA FIJA"
"08";"1";"2";"00";"00";"08.1.2.00.00";"EQUIPOS DE TELEFONÍA MÓVIL (D)"
"08";"1";"2";"01";"00";"08.1.2.01.00";"EQUIPOS DE TELEFONÍA MÓVIL (D)"
"08";"1";"2";"01";"01";"08.1.2.01.01";"EQUIPOS DE TELEFONÍA MÓVIL"
"08";"1";"3";"00";"00";"08.1.3.00.00";"EQUIPOS DE PROCESAMIENTO DE INFORMACIÓN (D)"
"08";"1";"3";"01";"00";"08.1.3.01.00";"COMPUTADORES DE ESCRITORIO, COMPUTADORES PORTÁTILES (NOTEBOOKS) Y TABLETAS (TABLETS) (D)"
"08";"1";"3";"01";"01";"08.1.3.01.01";"COMPUTADORES DE ESCRITORIO"
"08";"1";"3";"01";"02";"08.1.3.01.02";"COMPUTADORES PORTÁTILES"
"08";"1";"3";"01";"03";"08.1.3.01.03";"TABLETAS (TABLETS)"
"08";"1";"3";"02";"00";"08.1.3.02.00";"EQUIPOS PERIFÉRICOS Y SUS COMPONENTES CONSUMIBLES (D)"
"08";"1";"3";"02";"01";"08.1.3.02.01";"IMPRESORAS, ESCÁNERES Y MULTIFUNCIONALES"
"08";"1";"3";"02";"02";"08.1.3.02.02";"MONITORES, TECLADOS Y RATONES (MOUSE) PARA COMPUTADORES"
"08";"1";"3";"02";"99";"08.1.3.02.99";"OTROS EQUIPOS PERIFÉRICOS Y SUS COMPONENTES CONSUMIBLES N.C.P."
"08";"1";"4";"00";"00";"08.1.4.00.00";"EQUIPOS PARA LA RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDO E IMÁGENES (D)"
"08";"1";"4";"01";"00";"08.1.4.01.00";"EQUIPOS PARA LA RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDO E IMÁGENES (D)"
"08";"1";"4";"01";"01";"08.1.4.01.01";"TELEVISORES"
"08";"1";"4";"01";"02";"08.1.4.01.02";"REPRODUCTOR Y GRABADOR DE DVD O BLU-RAY"
"08";"1";"4";"01";"03";"08.1.4.01.03";"EQUIPOS PARA LA REPRODUCCIÓN, GRABACIÓN Y RECEPCIÓN DE SONIDO (EXCEPTO LOS GRABADORES Y REPRODUCTORES PORTÁTILES Y PERSONALES)"
"08";"1";"4";"01";"04";"08.1.4.01.04";"AURICULARES"
"08";"1";"4";"01";"05";"08.1.4.01.05";"GRABADORES Y REPRODUCTORES DE SONIDO E IMÁGENES (PORTÁTILES Y PERSONALES)"
"08";"1";"4";"01";"06";"08.1.4.01.06";"EQUIPOS PARA RADIOAFICIONADOS Y DE RADIO CONTROL"
"08";"1";"4";"01";"99";"08.1.4.01.99";"OTROS EQUIPOS PARA LA RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDO E IMÁGENES N.C.P."
"08";"1";"5";"00";"00";"08.1.5.00.00";"MEDIOS PARA GRABACIÓN SIN GRABAR (VÍRGENES) (SD)"
"08";"1";"5";"01";"00";"08.1.5.01.00";"MEDIOS PARA GRABACIÓN SIN GRABAR (VÍRGENES) (SD)"
"08";"1";"5";"01";"01";"08.1.5.01.01";"DISPOSITIVOS DE ALMACENAMIENTO DE INFORMACIÓN SIN GRABAR (VÍRGENES)"
"08";"1";"5";"01";"99";"08.1.5.01.99";"OTROS MEDIOS PARA GRABACIÓN SIN GRABAR (VÍRGENES) N.C.P."
"08";"1";"9";"00";"00";"08.1.9.00.00";"OTROS EQUIPOS Y ACCESORIOS DE INFORMACIÓN Y COMUNICACIÓN (D)"
"08";"1";"9";"01";"00";"08.1.9.01.00";"OTROS EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN (D)"
"08";"1";"9";"01";"01";"08.1.9.01.01";"RELOJES Y BANDAS INTELIGENTES"
"08";"1";"9";"01";"99";"08.1.9.01.99";"OTROS EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN N.C.P."
"08";"1";"9";"02";"00";"08.1.9.02.00";"OTROS ACCESORIOS DE INFORMACIÓN Y COMUNICACIÓN (SD)"
"08";"1";"9";"02";"01";"08.1.9.02.01";"ACCESORIOS PARA TELÉFONOS FIJOS"
"08";"1";"9";"02";"02";"08.1.9.02.02";"ACCESORIOS PARA TELÉFONOS MÓVILES"
"08";"1";"9";"02";"03";"08.1.9.02.03";"ACCESORIOS PARA EQUIPOS DE PROCESAMIENTO DE INFORMACIÓN"
"08";"1";"9";"02";"04";"08.1.9.02.04";"ACCESORIOS PARA EQUIPOS DE RECEPCIÓN, GRABACIÓN Y REPRODUCCIÓN DE SONIDO E IMÁGENES"
"08";"1";"9";"02";"05";"08.1.9.02.05";"COMPONENTES (PARTES Y PIEZAS) DE COMPUTADOR"
"08";"1";"9";"02";"06";"08.1.9.02.06";"DISPOSITIVOS ÓPTICOS COMO GRABADORES DE CD/DVD Y SIMILARES, PARA EQUIPOS DE PROCESAMIENTO DE INFORMACIÓN"
"08";"2";"0";"00";"00";"08.2.0.00.00";"SOFTWARE, EXCEPTO SOFTWARE DE JUEGOS"
"08";"2";"1";"00";"00";"08.2.1.00.00";"SOFTWARE, EXCEPTO SOFTWARE DE JUEGOS (S)"
"08";"2";"1";"01";"00";"08.2.1.01.00";"SOFTWARE, EXCEPTO SOFTWARE DE JUEGOS (S)"
"08";"2";"1";"01";"01";"08.2.1.01.01";"SOFTWARE, EXCEPTO SOFTWARE DE JUEGOS"
"08";"3";"0";"00";"00";"08.3.0.00.00";"SERVICIOS DE INFORMACIÓN Y COMUNICACIÓN"
"08";"3";"1";"00";"00";"08.3.1.00.00";"SERVICIOS DE COMUNICACIÓN FIJA (S)"
"08";"3";"1";"01";"00";"08.3.1.01.00";"SERVICIOS DE COMUNICACIÓN FIJA (S)"
"08";"3";"1";"01";"01";"08.3.1.01.01";"SERVICIOS DE COMUNICACIÓN FIJA PRIVADA PARA VIVIENDA PRINCIPAL"
"08";"3";"1";"01";"02";"08.3.1.01.02";"SERVICIOS DE COMUNICACIÓN FIJA PRIVADA PARA VIVIENDA SECUNDARIA"
"08";"3";"1";"01";"03";"08.3.1.01.03";"CENTROS DE LLAMADAS"
"08";"3";"2";"00";"00";"08.3.2.00.00";"SERVICIOS DE COMUNICACIÓN MÓVIL (S)"
"08";"3";"2";"01";"00";"08.3.2.01.00";"SERVICIOS DE COMUNICACIÓN MÓVIL (S)"
"08";"3";"2";"01";"01";"08.3.2.01.01";"SERVICIOS DE TELEFONÍA MÓVIL"
"08";"3";"3";"00";"00";"08.3.3.00.00";"SERVICIOS DE SUMINISTRO DE ACCESO A INTERNET Y SERVICIOS DE ALMACENAMIENTO EN RED (S)"
"08";"3";"3";"01";"00";"08.3.3.01.00";"SERVICIOS DE SUMINISTRO DE ACCESO A INTERNET Y SERVICIOS DE ALMACENAMIENTO EN RED (S)"
"08";"3";"3";"01";"01";"08.3.3.01.01";"SERVICIOS DE CONEXIÓN FIJA A INTERNET PARA VIVIENDA PRINCIPAL"
"08";"3";"3";"01";"02";"08.3.3.01.02";"SERVICIOS DE CONEXIÓN FIJA A INTERNET PARA VIVIENDA SECUNDARIA"
"08";"3";"3";"01";"03";"08.3.3.01.03";"SERVICIOS DE BANDA ANCHA MÓVIL"
